Inside Man (2006)	Coots, Joe	2006
The Wrestler (2008)	Renner, Charles	2008
True Romance (1993)	D'Angerio, Joe (I)	1993
Dead Man's Shoes (2004)	Dodd, Jordan (I)	2004
House of Sand and Fog (2003)	Reynolds, Tom (III)	2003
Rush Hour 3 (2007)	Bergeron, Philippe (I)	2007
Harry Potter and the Deathly Hallows: Part 2 (2011)	Laird, Maxwell	2011
The Lincoln Lawyer (2011)	Whigham, Shea	2011
Felon (2008)	Allen, Bill (I)	2008
Mou gaan dou (2002)	Kei, Leung Ho	2002
Ridin' Dirty 2 (2007) (V)	Gates, Maya	2007
Invictus (2009)	Erwee, Marius	2009
Black Hawk Down (2001)	Sizemore, Tom	2001
True Lies (1994)	Akrawi, Mike	1994
Across the Universe (2007)	Rayome, Joe	2007
The Dead Zone (1983)	Carlson, Leslie	1983
Midnight Express (1978)	Davis, Brad (I)	1978
The Departed (2006)	Somers, John Wayland	2006
Hashi no nai kawa 2 (1970)	Imafuku, Masao	1970
Real Men (2007) (V)	Rock, Trojan	2007
Rise of the Footsoldier (2007)	Sarquhirson, Priestly	2007
The Abyss (1989)	Darlington, Phillip	1989
Letters from Iwo Jima (2006)	Saito, Sonny	2006
The Life of David Gale (2003)	Fries, Patrick	2003
Silver Linings Playbook (2012)	Pacheco, Luis (III)	2012
Mulan (1998)	Moseley, Mark (I)	1998
Delicatessen (1991)	Vernon, Howard (I)	1991
The Dark Knight Rises (2012)	Struthers, Tom	2012
In the Name of the Father (1993)	Stynes, Trevor	1993
Perfume: The Story of a Murderer (2006)	Harper, Toby (I)	2006
Yip Man 2 (2010)	Oz, Tomer	2010
Gone with the Wind (1939)	Drake, Joan (I)	1939
Det sjunde inseglet (1957)	Aleros, Siv	1957
Rayos XXX (2004) (V)	Chivas, Roberto	2004
Roman Holiday (1953)	Scanziani, Piero	1953
Batman (1989)	Michaels, Wayne (I)	1989
Rastro (2007)	R?denas, Rufino	2007
Clerks II (2006)	Bates, Bobbie	2006
The Curious Case of Benjamin Button (2008)	DesRoches, Christopher	2008
A Clockwork Orange (1971)	Rashley, Rex	1971
Felon (2008)	Dempsey, Christopher	2008
Philadelphia (1993)	Whitford, Bradley	1993
Scott Pilgrim vs. the World (2010)	Chu, Abigail	2010
Ripple (2007)	Sheahan, Michael (II)	2007
The Producers (1967)	Mars, Kenneth	1967
Crazy Heart (2009)	Bentley, Chris (II)	2009
MASH (1970)	Didsbury, Ray	1970
The Dark Knight (2008)	McEnany, Krista	2008
Catch Me If You Can (2002)	Lenehan, Nancy	2002
Where Eagles Dare (1968)	Mountain, Terence	1968
Freedom Writers (2007)	Ngan, Jaclyn	2007
One Flew Over the Cuckoo's Nest (1975)	Welch, Tin	1975
Stranger Than Fiction (2006)	Kemp, Lucinda	2006
The Social Network (2010)	Hillyer, Nathan (II)	2010
The Nightmare Before Christmas (1993)	Levey, Jennifer	1993
Shaun of the Dead (2004)	Powell, Stuart (I)	2004
The Fighter (2010/I)	Davis, Christopher J. (III)	2010
United 93 (2006)	Commock, Gary	2006
Revelations (2007) (V)	Asia (IV)	2007
RoboCop (1987)	Rynearson, Marjorie	1987
Hustle & Flow (2005)	Phillips, Claude	2005
This Is the End (2013/I)	Starr, Martin	2013
Jerry Maguire (1996)	Johnson, Michael James (I)	1996
Regalo caro 4 (2007) (V)	Franco, Emilio	2007
Face/Off (1997)	Masterson, Danny	1997
Big Busty 25 (1988) (V)	Roch?, Tami	1988
Malcolm X (1992)	Purviance, Douglas	1992
Les choristes (2004)	Duarte, J?r?my	2004
Rusuli samkudhedi (2007)	Dolin, Oleg	2007
Misery (1990)	Bacall, Lauren	1990
Argo (2012)	Kalili, Daston	2012
The Thin Red Line (1998)	Wild, Vincent	1998
The Dark Knight Rises (2012)	Wadsworth, India	2012
Moon Europa (2009)	Millis, Peter	2009
A Bridge Too Far (1977)	McCarthy, Barry (I)	1977
Razortooth (2007) (V)	McCrory, Adam	2007
JFK (1991)	Pickle, Bill	1991
Pinocchio (1940)	Brodie, Don	1940
Goodfellas (1990)	De Roy, Jamie	1990
Relocation (2007)	Rosete, Jose	2007
The Dark Knight (2008)	Thurner, John	2008
Blue Velvet (1986)	Badalamenti, Angelo	1986
The Last of the Mohicans (1992)	Studi, Wes	1992
Spartacus (1960)	Seaton, Scott (I)	1960
The Blind Side (2009)	Howell, Maria (I)	2009
Enemy at the Gates (2001)	Schenk, Michael (I)	2001
Rys (2007)	Kesicka, Aleksandra	2007
Watchmen (2009)	Burns, Tiffany (I)	2009
Donnie Darko (2001)	Salvatore Jr., Jack	2001
Warrioress (2011)	MacLeod, Russell	2011
Lost Highway (1997)	Ribisi, Giovanni	1997
Harry Potter and the Half-Blood Prince (2009)	Jones, Gemma (I)	2009
The Girl with the Dragon Tattoo (2011)	Str?mdahl, Lena	2011
The Hobbit: An Unexpected Journey (2012)	McKenzie, Bret (I)	2012
Walk the Line (2005)	Cash, John Carter	2005
Enemy of the State (1998)	Cenatiempo, John	1998
The Godfather (1972)	Gregg, Julie	1972
The Silence of the Lambs (1991)	Jenkins, Lynette	1991
Hakucyu no syugeki (1970)	Tonoyama, Taiji	1970
The Negotiator (1998)	Blackburn, James (IV)	1998
The Straight Story (1999)	Edwards-Hughes, Jennifer	1999
Hashi no nai kawa 2 (1970)	Sano, Asao	1970
Der Untergang (2004)	Orlov, Alexander (I)	2004
Gone Baby Gone Featurette (2007) (V)	Monaghan, Michelle	2007
My Fair Lady (1964)	Holloway, Stanley	1964
Malcolm X (1992)	Swinton, William	1992
My Left Foot: The Story of Christy Brown (1989)	Dunne, Martin	1989
Billy Elliot (2000)	Elliot, Mike (I)	2000
A Simple Plan (1998)	Beard, Frank	1998
Star Trek Into Darkness (2013)	Sobolov, David	2013
Miracle (2004)	Vogel, Tony	2004
Harvey (1950)	Corner, Sally	1950
Mystic River (2003)	Lyman, Will	2003
Following (1998)	Martin, Tristan (I)	1998
The Great Gatsby (2013)	Denis, Nancy (III)	2013
Vertigo (1958)	Shayne, Konstantin	1958
The Crow (1994)	Berryman, Michael	1994
In the Line of Fire (1993)	Hytner, Steve	1993
Rolling (2007)	Shen, Ian	2007
Rys (2007)	Lamza, Joachim	2007
Rusuli samkudhedi (2007)	Tischkenko, Aleksandr	2007
Refuge (2007)	Kochanowicz, Mark	2007
Citizen Kane (1941)	Day, Marie	1941
Blazing Saddles (1974)	Melton, Troy	1974
The Ghost Writer (2010)	Thay, Lee Hong	2010
Bin-jip (2004)	Moon, Sung-hyuk	2004
Harry Potter and the Deathly Hallows: Part 1 (2010)	Fairley, Michelle	2010
Ripe 1: Mommy Doll Gets Old (2007) (V)	Tajo, Steve	2007
Pulp Fiction (1994)	Whaley, Frank	1994
Der Name der Rose (1986)	Welz, Peter (III)	1986
The Artist (2011/I)	Scott, Sarah (VIII)	2011
Across the Universe (2007)	Lochwyn, Ted	2007
King Kong (2005)	Brody, Adrien	2005
Upperdog (2009)	Johnsen, Ragnhild	2009
Rezerwat (2007)	Chabasinski, Rafal	2007
Back to the Future Part II (1989)	Eastwood, Clint	1989
The Terminal (2004)	Chase, Dan (I)	2004
La dolce vita (1960)	Marturano, Gino	1960
Reservation Road (2007)	Johnson, Danny (X)	2007
The Rock (1996)	Teague, Marshall R.	1996
Almost Famous (2000)	Porter, Ray (I)	2000
The Hangover (2009)	Montgomery, April	2009
Chaplin (1992)	Garrett, Charley J.	1992
Bound (1996)	Sarafian, Richard C.	1996
Pirates of the Caribbean: Dead Man's Chest (2006)	Garner, Jerald	2006
Redacted (2007)	Karim, Hiyam Abdel	2007
The Social Network (2010)	Feingold, Jeffrey	2010
Perfume: The Story of a Murderer (2006)	Sol?, Cristina	2006
Invictus (2009)	Dabula, Vuyo	2009
(500) Days of Summer (2009)	Sivad, Darryl	2009
The Bank Job (2008)	Faulkner, James (I)	2008
Carrie (1976)	Lassick, Sydney	1976
The Boat That Rocked (2009)	Sterne, David	2009
The Fifth Element (1997)	Wallace, Julie T.	1997
Excalibur (1981)	Byrne, Barbara (I)	1981
Big Fish (2003)	Finney, Albert	2003
Amores perros (2000)	Torres, Leoncio	2000
Inception (2010)	Bhan, Kenneth Mark	2010
300 (2006)	Fassbender, Michael	2006
Butch Cassidy and the Sundance Kid (1969)	Redford, Robert (I)	1969
Brick (2005)	Good, Meagan (I)	2005
He Du! (1970)	Alexander, Fred	1970
Roman Holiday (1953)	Lucinni, Mario	1953
The Ten Commandments (1956)	Kray, Walter	1956
Crimes and Misdemeanors (1989)	Smith, Derek (II)	1989
Amadeus (1984)	Kuzelka, Jan	1984
His Girl Friday (1940)	Bacon, Irving	1940
Gremlins (1984)	Carey Jr., Harry	1984
Romulus, My Father (2007)	Soper, Felicity	2007
RudeBoiz 7: Football Ladz (2007) (V)	Cristom, Iago	2007
American Gangster (2007)	Romero, Conor	2007
The Last King of Scotland (2006)	Nagayi, Sarah	2006
Full Metal Jacket (1987)	McCardle, Frank (I)	1987
The Dark Knight Rises (2012)	Ramos, Jake (I)	2012
Walk the Line (2005)	Lewin, Jason	2005
Das Leben der Anderen (2006)	Kedves, Elja-Dusa	2006
Gone Baby Gone (2007)	Leary, Bob J.	2007
Who Framed Roger Rabbit (1988)	Capri, Danny	1988
Ritam zivota (2007)	Mehicevic, Aldijana	2007
Finding Neverland (2004)	Donn, Ray	2004
The Longest Day (1962)	Genn, Leo	1962
The Man Who Knew Too Much (1956)	Shahrivar, Mahin S.	1956
Restless Youths (2007) (V)	Riley, Blake (I)	2007
Across the Universe (2007)	Salgado, Luis (III)	2007
La dolce vita (1960)	Leibl, Marianne	1960
Full Metal Jacket (1987)	Le, Ngoc (I)	1987
King Kong (1933)	Emmons, Louise	1933
Chaplin (1992)	Jordan, Kirk (I)	1992
Finding Neverland (2004)	Crook, Mackenzie	2004
Rollygeddon (2007)	Zeug, Thomas	2007
Star Wars: Episode VI - Return of the Jedi (1983)	Prowse, David	1983
Kung Fu Panda 2 (2011)	Kearin, Stephen	2011
Reservoir Dogs (1992)	Turner, Rich (I)	1992
Reno 911!: Miami (2007)	Voronina, Irina	2007
Moulin Rouge! (2001)	Pahernik, Albin	2001
Royal Wedding: June, Judy and Jane (2007) (V)	Green, Johnny (I)	2007
The Ides of March (2011)	Fenech, Taylor (I)	2011
Rush Hour 3 (2007)	Cabrera, Melissa (II)	2007
This Is Spinal Tap (1984)	Menken, Robin	1984
Planes, Trains & Automobiles (1987)	Nieman, Diane	1987
The Jungle Book (1967)	O'Malley, J. Pat	1967
Das Leben der Anderen (2006)	Michalowski, Volker	2006
Die Hard: With a Vengeance (1995)	Hatcher, Shirley J.	1995
Michael Clayton (2007)	Egbert, Susan	2007
Heintje - Einmal wird die Sonne wieder scheinen (1970)	Sch?ndler, Rudolf	1970
Spartacus (1960)	Peterson, Preston (II)	1960
Harry Potter and the Prisoner of Azkaban (2004)	Smith, Maggie (I)	2004
Star Trek (2009)	Haugk, Charles	2009
Me and You and Everyone We Know (2005)	Whited, Giavanna	2005
Avatar (2009)	Kilgour, Kelly	2009
Rocco: Animal Trainer 23 (2007) (V)	Roberts, Gilda	2007
The Next Three Days (2010)	Wick, Jesse	2010
Stalker (1979)	Zamanskiy, Vladimir	1979
The Three Burials of Melquiades Estrada (2005)	Sanders, Charles (I)	2005
Blow (2001)	Guertin, Elif	2001
Romantic Weirdos and the Land of Oddz (2007)	Murphy, Cheryl (IX)	2007
Haiducii lui Saptecai (1970)	Boghita, Vasile	1970
Das Experiment (2001)	Dierkes, Timo	2001
Hop and Chop (1970)	Holland, Tom (II)	1970
Ritam zivota (2007)	Filipovic, Tarik	2007
My Cousin Vinny (1992)	Coates, Bill (I)	1992
The Road Home (2009/II)	Blas, Christina	2009
MASH (1970)	Tarkenton, Fran	1970
From Russia with Love (1963)	Dobson, Arlette	1963
Terms of Endearment (1983)	McGown, Elaine	1983
Taken (2008/I)	Grace, Maggie (I)	2008
Rys (2007)	Lipinska, Marta	2007
An Education (2009)	Rowley, Beth	2009
In the Bedroom (2001)	Murray, W. Clapham	2001
The Hurt Locker (2008)	Winters, Kristoffer Ryan	2008
Stand by Me (1986)	Beach, Scott	1986
Witness for the Prosecution (1957)	O'Connor, Una (I)	1957
Roadkill (2007) (V)	St. John, Billy (I)	2007
300 (2006)	Butler, Gerard	2006
Return to Afghanistan (2007)	Sahawalli	2007
Synecdoche, New York (2008)	Merle, Rebecca	2008
Rummikub (2007)	Furtado, Pedro (I)	2007
My Left Foot: The Story of Christy Brown (1989)	Kavanagh, Albert	1989
The Kite Runner (2007)	Ershadi, Homayoun	2007
Hana to namida to honoo (1970)	Misora, Hibari	1970
In the Bedroom (2001)	Hendricks, Daniel	2001
Grindhouse (2007)	Ferlito, Vanessa	2007
To Kill a Mockingbird (1962)	Anderson, James (I)	1962
The Untouchables (1987)	Caserta, Clem	1987
The Best Years of Our Lives (1946)	Loy, Myrna	1946
August Rush (2007)	Williams, Robin (I)	2007
Sleepers (1996)	Burg, Michael J.	1996
Haydee (1970)	Finlan, Ed	1970
Nikita (1990)	Buiquangda, Patrick	1990
Schindler's List (1993)	Weisser, Norbert	1993
Patton (1970)	Amarilla, Florencio	1970
Kaze no tani no Naushika (1984)	Kayumi, Iemasa	1984
It's a Wonderful Life (1946)	Sullivan, Brick	1946
Harry Potter and the Deathly Hallows: Part 2 (2011)	Lynch, Evanna	2011
Superman (1978)	Hollis, John (I)	1978
Underground (1995)	Spengler, Pierre	1995
Heintje - Einmal wird die Sonne wieder scheinen (1970)	Jente, Martin	1970
One Flew Over the Cuckoo's Nest (1975)	Berryman, Michael	1975
Hooligans (2005)	Faccini, Gabriel	2005
Mean Streets (1973)	Scaletta, Lenny (I)	1973
Star Wars (1977)	Sylla, Tom	1977
The Muppets (2011)	DeMille, Mike	2011
Eyes Wide Shut (1999)	Hanley, Tres	1999
Braveheart (1995)	Cosmo, James	1995
Across the Universe (2007)	Clary, Craig	2007
Office Space (1999)	Duffey, Todd	1999
The World's Fastest Indian (2005)	Justesen, Aaron	2005
Ratana (2007)	Allain-Marcus, Wade	2007
Animal Kingdom (2010)	Jacobson, Clayton	2010
Terminator 2: Judgment Day (1991) (VG)	Watson, Doug (VII)	1991
Lolita (1962)	Hart, Loraine	1962
Det sjunde inseglet (1957)	Isedal, Tor	1957
Little Children (2006)	Connelly, Jennifer	2006
Redline (2007)	Hansen, Gus	2007
Mary and Max (2009)	Meldrum, Ian 'Molly'	2009
The Negotiator (1998)	Eric, Wayne	1998
The Social Network (2010)	Pultro, Miriam	2010
Dazed and Confused (1993)	Hinojosa, Christin	1993
King Kong (1933)	Collins, John (XII)	1933
Ghost World (2001)	Bowles, Lauren	2001
Mary Poppins (1964)	Leonard, Queenie	1964
The Wicker Man (1973)	Ekland, Britt	1973
Shi mian mai fu (2004)	Qu, Xuedong	2004
Wreck-It Ralph (2012)	Acres, Isabella	2012
Heat (1995)	Markess, Melissa S.	1995
Recrue d'essence (2007)	Monlouis-Bonnaire, Herv?	2007
Cloud Atlas (2012)	Zhu, Zhu (II)	2012
Crazy, Stupid, Love. (2011)	Bobo, Jonah	2011
Before the Devil Knows You're Dead (2007)	Tomei, Marisa	2007
Serpico (1973)	Clinton, Mildred	1973
Forgetting Sarah Marshall (2008)	Blaney, Tim	2008
Hola, se?or Dios (1970)	Porta, Montserrat	1970
Return of the Ghostbusters (2007)	Ponce, Leonard	2007
The Wrestler (2008)	Eckos, Rob	2008
House of Sand and Fog (2003)	Dickens, Kim	2003
Paris, Texas (1984)	Wicki, Bernhard	1984
The Producers (1967)	Truland, Bud	1967
Reiton ky?ju to Akuma no hako (2007) (VG)	Geary, Cynthia	2007
Batman (1989)	Craig, Edwin (I)	1989
A Time to Kill (1996)	Platt, Oliver	1996
Raphael (2007)	Matheson, Melissa	2007
Dawn of the Dead (1978)	Shelby, Joe	1978
Flight (2012/I)	Volle, Paul	2012
Limitless (2011/I)	Winberg, Caroline Maria	2011
A Bridge Too Far (1977)	Smith, Walter Bedell	1977
The Terminal (2004)	Nguyen, Thinh Truong	2004
Real Girls Next Door 2 (2007) (V)	Skye, Genesis	2007
Django Unchained (2012)	Stark, Craig	2012
A Single Man (2009)	Goodwin, Ginnifer	2009
After Hours (1985)	Carr, Rand	1985
Rosemary's Baby (1968)	Modling, Elmer	1968
Now You See Me (2013/I)	Gautier, Adella	2013
Trois couleurs: Blanc (1994)	Trybala, Marzena	1994
Rose of Death (2007)	Miyasato, Tamera L.	2007
My Sister's Keeper (2009)	Fletcher, Mimi	2009
Mystic River (2003)	Mackin, Andrew	2003
Harry Potter and the Sorcerer's Stone (2001)	Spriggs, Elizabeth	2001
King Kong (1933)	Bland, Johnnie	1933
Return of the Ghostbusters (2007)	Klukkert, Kelly	2007
Sling Blade (1996)	Rafferty, Wendell	1996
Rak haeng Siam (2007)	Boonsake, Jarunee	2007
Flight (2012/I)	Cook, Alonzo	2012
Thelma & Louise (1991)	Pitt, Brad	1991
Diarios de motocicleta (2004)	Aste, Cuti	2004
Unbreakable (2000)	Kratzer, Mark	2000
Rozhovor s nepriatel'om (2007)	Kemka, Juraj	2007
Far from Heaven (2002)	Olds, Lance	2002
King Kong (2005)	Wogayehu, Sosina	2005
The Dirty Dozen (1967)	Kennedy, George (I)	1967
Duck Soup (1933)	Bracey, Sidney	1933
The Next Three Days (2010)	Griffith, Janice	2010
Pishadoo (1998)	Iannicelli, Ray	1998
25th Hour (2002)	Pepe, Christine	2002
Mystic River (2003)	Rossum, Emmy	2003
Man on the Moon (1999)	Guerrero, Armando (I)	1999
Casino (1995)	Abbott, Jennifer M.	1995
Hi, Mom! (1970)	Parker, Andy (IV)	1970
Resurrecting the Champ (2007)	Morris, Terrance	2007
Forrest Gump (1994)	Field, Sally	1994
The Longest Day (1962)	Damon, Mark (I)	1962
The Queen of Depth (2006)	Shipicin, Siergiey	2006
Star Trek: First Contact (1996)	Picardo, Robert	1996
Shine (1996)	Gooden, Rebecca	1996
Forrest Gump (1994)	Abby, Joe	1994
Hranjenik (1970)	Vedernjak, Adam	1970
X2 (2003)	Whitmer, Jason	2003
Forrest Gump (1994)	McFall, Michael	1994
Big Business (1988)	Burmester, Leo	1988
Fast Five (2011)	Easterday, Benjamin	2011
Kick-Ass (2010)	Peters, Evan (I)	2010
Blow Me: Part Two (2001) (V)	Pete (XIV)	2001
One Flew Over the Cuckoo's Nest (1975)	Sampson, Will (I)	1975
Letters from Iwo Jima (2006)	Agata, Toshiya (I)	2006
The Killing Fields (1984)	Chey, Katherine Krapum	1984
Big Business (1988)	Dolishny, Natalie	1988
Ham meyva (1970)	Hamzaoglu, Hayati	1970
Shine (1996)	Thomson, Neil (I)	1996
Ratified (2007)	Parker, Eric (VII)	2007
La leggenda del pianista sull'oceano (1998)	Nurse, Vernon	1998
Red Harvest (2007)	Eklund, Bryce	2007
My Fair Lady (1964)	Alexander, Mary (I)	1964
The Godfather: Part III (1990)	Duse, Vittorio	1990
Spider-Man 2 (2004)	Estabrook, Christine	2004
Todo sobre mi madre (1999)	Mor?n, Manuel (I)	1999
Rushers (2007)	Knapp, Jessi	2007
Malcolm X (1992)	Hollis, Tommy (I)	1992
Babel (2006)	Reynoso, Eugenio Jara	2006
Peter Pan (1953)	Collins, Paul (I)	1953
The Muppets (2011)	Frank, Gregory George	2011
Pirates of the Caribbean: The Curse of the Black Pearl (2003)	Bowyer, Matthew (I)	2003
Serpico (1973)	Billett, Don	1973
Rainbow Brite: The True Saturday Morning Story (2007)	Ross, Trip	2007
Heavenly Creatures (1994)	Eason, Moreen	1994
Ocean's Eleven (2001)	Allison, Frankie J.	2001
Lincoln (2012)	Hines, Grainger	2012
The Wicker Man (1973)	Hughes, Alison (I)	1973
Release the Funny (2007)	Gamble, Mark (II)	2007
Rear Window (1954)	Corey, Wendell	1954
The Meaning of Life (1983)	Bertrand, Guy (I)	1983
Hoa-Binh (1970)	Cazenas, Huynh	1970
Now You See Me (2013/I)	Sykes, Odessa	2013
Release the Funny (2007)	Morse, Melanie	2007
Spartacus (1960)	Thor, Larry	1960
Narcisse (2002)	Moginet, Elsa	2002
Blowjob Adventures of Dr. Fellatio 34 (2001) (V)	Envy, Poison	2001
Brazil (1985)	Grant, Russell Keith	1985
Say Anything... (1989)	Green, Johnny (V)	1989
Rebel Beat: The Story of LA Rockabilly (2007) (V)	Tichy, Graham	2007
The Life of David Gale (2003)	Cannon, Ronnie	2003
Amadeus (1984)	Herz, Therese	1984
United 93 (2006)	Wong, Peter (VI)	2006
Goodfellas (1990)	Halley, Russell	1990
Million Dollar Baby (2004)	Maron, Rob	2004
Capote (2005)	Durham, James (I)	2005
Me and You and Everyone We Know (2005)	Swinfard, Michael	2005
Mr. Nobody (2009)	Thiry, St?phane	2009
As Good as It Gets (1997)	Subkoff, Tara	1997
The Help (2011)	Sutton, Carol	2011
Glory (1989)	Nunn, Bill	1989
Casablanca (1942)	Lopez, Manuel (I)	1942
Planet Terror (2007)	Castillo, D.J.	2007
A Streetcar Named Desire (1951)	Malden, Karl	1951
The Butterfly Effect (2004)	Croft, Bill	2004
Reiton ky?ju to Akuma no hako (2007) (VG)	Ohsawa, Takao	2007
The Lord of the Rings: The Two Towers (2002)	Hopkins, Bruce (I)	2002
Eternal Sunshine of the Spotless Mind (2004)	Byrne, Gerry Robert	2004
Hable con ella (2002)	Cadi?anos, Joserra	2002
Road Rage (2007)	Leggatt, Angus	2007
Almost Famous (2000)	Maron, Marc	2000
The Fifth Element (1997)	Bennett, John (I)	1997
Children of Men (2006)	Hoptrough, Gary	2006
Kill Bill: Vol. 1 (2003)	Kelley, Ambrosia	2003
Trading Places (1983)	Bandel, Murray	1983
Iron Man Three (2013)	Wiles, Michael Shamus	2013
Vertigo (1958)	Novak, Kim (I)	1958
Homer (1970)	Aldous, Frank	1970
The Searchers (1956)	Brandon, Henry (I)	1956
The Man Who Wasn't There (2001)	Singleton, Hallie	2001
The Godfather: Part II (1974)	Grippo, Joe Lo	1974
The King of Comedy (1982)	Mastrantonio, Mary Elizabeth	1982
Paris, Texas (1984)	Tipton, Brandy	1984
Elizabeth (1998)	Loustau, Kate	1998
Enter the Dragon (1973)	Chan, Jackie (I)	1973
RocknRolla (2008)	Stone, Robert (IX)	2008
Titanic (1997)	Walcutt, John	1997
Half Nelson (2006)	Epps, Shareeka	2006
The Warriors (1979)	Cleghorne, Gregory	1979
American Graffiti (1973)	Celiz, Deby	1973
Letters from Iwo Jima (2006)	Shima, Akiko (II)	2006
The Next Three Days (2010)	Quinn, Tom (II)	2010
House of Sand and Fog (2003)	Eldard, Ron	2003
Hable con ella (2002)	Miguel, Carlos (IV)	2002
The Town (2010)	Galone, Gary	2010
Spider-Man 2 (2004)	Diamond, Reed (I)	2004
Winter's Bone (2010)	Schalk, Russell	2010
Rockaway (2007)	Arredondo, Rosa	2007
The Dark Knight (2008)	Chernicky, Laura	2008
Army of Darkness (1992)	Milo, Rad	1992
Finding Neverland (2004)	Roud, Nick	2004
World War Z (2013)	Kendrick, Darren	2013
Men in Black (1997)	Leskin, Boris	1997
Django Unchained (2012)	Draper, Santana (II)	2012
Tropa de Elite (2007)	Cazarr?, Juliano	2007
Star Wars: Episode V - The Empire Strikes Back (1980)	Kurtz, Tiffany L.	1980
Casino (1995)	Castaldi, Gwen	1995
The Devil's Advocate (1997)	Benedict, Paul	1997
Drive (2011/II)	Niebling, Sena Lou	2011
World War Z (2013)	Jolie-Pitt, Maddox	2013
North by Northwest (1959)	Williams, Adam (I)	1959
The Social Network (2010)	Edwards, Monique (I)	2010
Romka-97 (2007)	Kudinov, Anatoly	2007
Monster (2003)	Barcaski, Lyllian	2003
Blazing Saddles (1974)	Karras, Alex	1974
Dirty Harry (1971)	Tanimura, Pamela	1971
Roming (2007)	Moise, Corina	2007
Sunset Blvd. (1950)	von Stroheim, Erich	1950
Rocco: Animal Trainer 23 (2007) (V)	Galanti, Omar	2007
Groundhog Day (1993)	Overton, Rick	1993
Enemy of the State (1998)	Cano, Daniel (I)	1998
Pirate 5: Love Me Deadly (1998) (V)	Miralda (I)	1998
Harry Potter and the Deathly Hallows: Part 1 (2010)	Richardson, Miranda (I)	2010
Excalibur (1981)	Kelly, Eamon A.	1981
This Is the End (2013/I)	Coleman, Dwight V	2013
My Name Is Khan (2010)	Kolber, Bonnie	2010
Iron Man Three (2013)	Rackley, James	2013
Across the Universe (2007)	Kiick, Evan	2007
Braveheart (1995)	Wallace, Ryan (III)	1995
Festen (1998)	Rasmussen, Kaj (I)	1998
Toy Story 3 (2010)	Ranft, Jerome	2010
Redneck, Sitting on a Couch, Watching NASCAR: Platinum Collector's Edition (2007)	Friedman, Michael D.	2007
Black Hawk Down (2001)	Vokoun, Pavel	2001
Hooligans (2005) (V)	Scott, Hillary (II)	2005
Cars (2006)	Lynn, Sherry (I)	2006
The Last Samurai (2003)	Fujimori, Darin	2003
Braindead (1992)	Davis, Sarah Scott	1992
Nuovo Cinema Paradiso (1988)	Trevor, Claire	1988
Cape Fear (1991)	Cameron-Scorsese, Domenica	1991
Wreck-It Ralph (2012)	Lowes, Katie	2012
Moonrise Kingdom (2012)	Hayward, Kara	2012
Rudy (1993)	Hesburgh, Theodore	1993
Rage (2007)	Do Vale, Sergio	2007
Coraline: U-Control Picture in Picture (2009) (V)	Selick, Henry	2009
Spider-Man (2002)	Heiman, Jesse	2002
Lawrence of Arabia (1962)	Rains, Claude	1962
My Fair Lady (1964)	Rogers, Dinah Anne	1964
Sabrina (1954)	Brooks, Ralph	1954
Silver Linings Playbook (2012)	Mihok, Dash	2012
Yeopgijeogin geunyeo (2001)	Lee, Jeong-hak (II)	2001
The Devil's Advocate (1997)	Santiago, Socorro	1997
My Name Is Khan (2010)	Tedrick, Nathalie	2010
Hi, Mom! (1970)	De Niro, Robert	1970
Gandhi (1982)	Cossins, James	1982
Love Actually (2003)	Rees, Laura (I)	2003
Harry Potter and the Order of the Phoenix (2007)	Jarvis, Robbie	2007
Dirty Harry's Way (1971)	Eastwood, Clint	1971
Der Untergang (2004)	Nikowski, Silke	2004
Munich (2005)	Gilleran, Charley	2005
Rack 'em Up (2007) (V)	West, John (II)	2007
Mr. Smith Goes to Washington (1939)	Elliott, Dick (I)	1939
Serpico (1973)	Lehne, John	1973
Lost in Translation (2003)	Kondo, Ryo	2003
The Lion King (1994)	Cummings, Jim (I)	1994
Hachi: A Dog's Tale (2009)	Reim, Donna Glee	2009
Lost in Translation (2003)	Allen, Richard (XV)	2003
Rounders (1998)	Cavaliere, Salvatore	1998
Up That Latin Ass 2 (2009) (V)	L.T. (I)	2009
Limitless (2011/I)	Guldin, Danielle	2011
Contact (1997)	Reid, Thomas (I)	1997
Rolla Saor (2007)	Cox, Peadar	2007
The Fisher King (1991)	Bartok, Jayce	1991
Batoru rowaiaru (2000)	Yokomichi, Satoshi	2000
To Kill a Mockingbird (1962)	Badham, Mary	1962
Fight Club (1999)	Bickford, Valerie	1999
Rainbow Brite: The True Saturday Morning Story (2007)	Hackett, Chris (II)	2007
Ripple (2007)	Edmunds, Maria	2007
The Outlaw Josey Wales (1976)	Clark, Matt (I)	1976
Pleasantville (1998)	Lawlor, J. Patrick (I)	1998
District 9 (2009)	Gcilitshana, Sibulele	2009
Mississippi Burning (1988)	Ermey, R. Lee	1988
El orfanato (2007)	Casas, ?scar	2007
The Godfather: Part II (1974)	Pappalardo, Ignazio	1974
The Incredibles (2004)	Lewis, Brad (II)	2004
The Last of the Mohicans (1992)	Baker, Mark A. (III)	1992
The Illusionist (2006)	Johnson, Karl (II)	2006
Enemy at the Gates (2001)	R?sicke, Thomas	2001
Titanic (1997)	Adkins, Seth (I)	1997
Jacob's Ladder (1990/I)	Gruen, Barbara	1990
Delicatessen (1991)	Laguna, Silvie	1991
Man on Fire (2004)	Pineda, Alberto	2004
