The Blind Side (2009)	Rich, April	2009
Love Actually (2003)	Conroy, Glenn	2003
Rocks & Hard Places, Part 1 (2007) (V)	Ferrais, Rodrigo	2007
Braveheart (1995)	Whyte, Mal	1995
Trois couleurs: Bleu (1993)	Zamachowski, Zbigniew	1993
Ghost Busters (1984)	Tash, Steven	1984
Robotech: Birth of a Sequel (2007) (V)	Letz, Alan	2007
Half Nelson (2006)	Kerr, Matt (I)	2006
Braveheart (1995)	Norton, Alex (I)	1995
The Last Samurai (2003)	Amano, Hiroaki	2003
Russian Institute: Lesson 9 Special Camping (2007) (V)	Green, Sunny	2007
The Fighter (2010/I)	Baldassaro, Kt	2010
No Country for Old Men (2007)	Root, Stephen (I)	2007
Control 5 (2007) (V)	Soluri, Trent	2007
The Adventures of Robin Hood (1938)	North, Joseph	1938
The Mission (1986)	Lunghi, Cherie	1986
Black Swan (2010)	Dickinson, Megan (II)	2010
Casablanca (1942)	Mostovoy, Leo	1942
The Exorcist (1973)	Maliaros, Vasiliki	1973
Spider-Man (2002)	Katz, Claudia (II)	2002
Caddyshack (1980)	Wilcoxon, Henry	1980
Remember That Night (2007) (V)	Di Stanislao, Steve	2007
Malcolm X (1992)	Whitted, Earl	1992
Rocket Science (2007)	Nguyen, Huong D.	2007
Dances with Wolves (1990)	Tail, John	1990
Malcolm X (1992)	Washington, John David	1992
The Dark Knight Rises (2012)	Cullen, Brett (I)	2012
Rapid (2007)	Adu Robinson, Frank	2007
Dead Man's Shoes (2004)	Hemmingway, Maurice	2004
Men in Black (1997)	Merchant, Alpheus	1997
North by Northwest (1959)	Beradino, John	1959
Der Untergang (2004)	Bykovskiy-Romashov, Dmitriy	2004
Dances with Wolves (1990)	Curtin, R.L.	1990
The Kid (1921)	Kay, Kathleen (I)	1921
The Omen (1976)	Campbell, Nicholas (I)	1976
Blow (2001)	Morgan, Alan James	2001
Hornets' Nest (1970)	Dolgin, Larry	1970
Pulp Fiction (1994)	Willis, Bruce	1994
Rise of the Footsoldier (2007)	Howard, Philip (VI)	2007
The Best Years of Our Lives (1946)	Fesetta, Doris June	1946
Rise of the Footsoldier (2007)	Bew, Kieran	2007
Miracle (2004)	Stewart, Malcolm (I)	2004
Ed Wood: Look Back in Angora (1994) (V)	Criswell	1994
The Silence of the Lambs (1991)	Lazar, Paul (I)	1991
Rain Curtain (2007)	Bradley, Edward (V)	2007
Gone Baby Gone (2007)	Slaine	2007
It's a Wonderful Life (1946)	Ridgeway, Suzanne	1946
Thirteen Days (2000)	Aylward, John	2000
Into the Wild (2007)	Haasch, Paul	2007
Sweeney Todd: The Demon Barber of Fleet Street (2007)	McLarnon, Ian	2007
Babel (2006)	Samarin, Norma	2006
Ratatouille (2007)	Steinfeld, Jake	2007
Ratatouille (2007)	Steinfeld, Jake	2007
The Curious Case of Benjamin Button (2008)	Tolano, Jacob	2008
Hooligans (2005)	Wood, Elijah	2005
Man on Fire (2004)	Picont, Jorge	2004
Seven Pounds (2008)	Raoul, Dale	2008
(500) Days of Summer (2009)	Hetrick, Jennifer	2009
Black Dynamite (2009)	Joli, Justine	2009
Atonement (2007)	Webb, Ben (I)	2007
The Best Years of Our Lives (1946)	Russell, Harold (I)	1946
Star Wars (1977)	Hewett, Christine	1977
Good Night, and Good Luck. (2005)	Lasley, Joyce	2005
Rise (2007)	McCallany, Holt	2007
Nikita (1990)	Charpentier, Pierrick	1990
Batoru rowaiaru (2000)	Kawashima, Hideaki	2000
Rocco's Intimacy (2007) (V)	Masha (III)	2007
The Mist (2007)	Fagan, Ron	2007
Thank You for Smoking (2005)	Burness, Courtney Taylor	2005
The Nightmare Before Christmas (1993)	Sarandon, Chris (I)	1993
Bin-jip (2004)	Jung, Sung-hoon	2004
Regarde-moi (2007/II)	De Lattre, No?mie	2007
My Sister's Keeper (2009)	Schaff, Andrew	2009
Spider-Man 2 (2004)	Gordon, Simone	2004
Ric Flair & The Four Horsemen (2007) (V)	Centopani, Paul	2007
Where Eagles Dare (1968)	Wymark, Patrick	1968
Up in the Air (2009/I)	Shaw, Chris (XXII)	2009
Up in the Air (2009/I)	Shaw, Chris (XXII)	2009
Raging Bull (1980)	Christy, James V.	1980
Wristcutters: A Love Story (2006)	Fredrichs, Mark	2006
Boogie Nights (1997)	Lennox, Kai	1997
Romantic Lesbian Encounters (2007) (V)	Domino (II)	2007
The French Connection (1971)	Mitchell, Lora	1971
Dead Man (1995)	Hurt, John	1995
Children of Men (2006)	Warman, John	2006
Malcolm X (1992)	Smith, K. (I)	1992
The Departed (2006)	O'Rourke, Mick (I)	2006
We Need to Talk About Kevin (2011)	Manette, Alex	2011
Mean Streets (1973)	Wilder, Robert (I)	1973
Apocalypse Now (1979)	Storaro, Vittorio	1979
Braveheart (1995)	Tierney, Malcolm	1995
Singin' in the Rain (1952)	Holmes, Stuart	1952
The Next Three Days (2010)	Jordan, Patrick (V)	2010
Indiana Jones and the Last Crusade (1989)	Gordon, Martin (I)	1989
Blazing Saddles (1974)	Furth, George	1974
Ghost Dog: The Way of the Samurai (1999)	Diomede, Paul	1999
Cinderella (1950)	Van Rooten, Luis	1950
Malcolm X (1992)	White, Steve (I)	1992
The Social Network (2010)	Hillman, Jared	2010
The Elephant Man (1980)	Elphick, Michael (I)	1980
Redemption Song (2007)	Lodge, Marty	2007
Marathon Man (1976)	Pina, Lionel	1976
Mr. Smith Goes to Washington (1939)	Gifford, Frances	1939
United 93 (2006)	Redman, Erich	2006
Release the Funny (2007)	Bihl, Jennifer	2007
Beetle Juice (1988)	Shadix, Glenn	1988
Lolita (1962)	Petrie, Sonya	1962
Homenaje a B?cquer (1970)	Cantalejo, Francisco	1970
Happy Hippie Holiday (1970)	Chichay	1970
Flight (2012/I)	Tilmon, Jim	2012
Flight (2012/I)	Retzlaff, Tammy Luthi	2012
MASH (1970)	Chudy, Craig	1970
Hasan Kachal (1970)	Khayat-Bashi, Hasan	1970
Rusuli samkudhedi (2007)	Mirzoev, Eldar	2007
Dark City (1998)	Bader, Terry	1998
Notorious (1946)	Wilson, Elizabeth (I)	1946
Argo (2012)	Bean, Deborah Deimel	2012
Pleasantville (1998)	Ribisi, Marissa	1998
Dark City (1998)	Bell, Nicholas (I)	1998
Lord of War (2005)	Yi, Chi Zhang	2005
Who Framed Roger Rabbit (1988)	LeParmentier, Richard	1988
Remember the Days (2007)	Leigh, Devin	2007
North by Northwest (1959)	Ellenstein, Robert	1959
Cinderella (1950)	Barclay, Don	1950
Modern Times (1936)	Sutton, Juana	1936
The Dark Knight (2008)	Rollins, Joshua (I)	2008
The Ten Commandments (1956)	Alden, Eric (I)	1956
Blowjob Adventures of Dr. Fellatio 40 (2001) (V)	Vanessa (IX)	2001
The Girl with the Dragon Tattoo (2011)	Dyar, Amanda	2011
Fight Club (1999)	Kowalczyk, Edward (I)	1999
The Insider (1999)	Palladino, Jack	1999
Where Eagles Dare (1968)	McCarthy, Neil (I)	1968
Cinderella Man (2005)	Clark, Stuart (I)	2005
A Fish Called Wanda (1988)	Barclay, Kim	1988
Collateral (2004)	Villegas, Luis (I)	2004
REMbug (2007)	Deal, Jody	2007
Grosse Pointe Blank (1997)	Kissel, Audrey	1997
Harvey (1950)	Guy, Eula	1950
Citizen Kane (1941)	West, Charles (IV)	1941
My Name Is Khan (2010)	Chan, Goldie	2010
Babel (2006)	Ourjdal, Mohammed	2006
Rich from Within (2007)	Williams, Mandela	2007
The Godfather: Part II (1974)	Mason, Connie (I)	1974
La dolce vita (1960)	Nardi, Aurelio	1960
World War Z (2013)	Cantu, Ernesto	2013
Man on the Moon (1999)	Foster, Alex (I)	1999
The Wrestler (2008)	Kedzierski, T.J.	2008
Shameless: Season 2 Sneak Peak - One Hot Summer (2011) (V)	Hampton, Shanola	2011
Once Upon a Film (2007)	Lucier, Samantha (I)	2007
The Shining (1980)	Burns, Louise (I)	1980
Elizabeth (1998)	Simpson, Christian (II)	1998
Fear and Loathing in Las Vegas (1998)	Babalis, Mia	1998
The Queen (2006)	John, Elton	2006
The Adventures of Priscilla, Queen of the Desert (1994)	Pomeranz, Margaret	1994
World War Z (2013)	Shimon, Asaf Haim Ben	2013
First Blood (1982)	Starrett, Jack	1982
Man of Steel Song (2013)	D'Agostino, Melissa	2013
Sen to Chihiro no kamikakushi (2001)	Kamij?, Tsunehiko	2001
Zodiac (2007)	Dominick, Francois	2007
Schindler's List (1993)	Misak, Albert	1993
Spider-Man (2002) (VG)	Beattie, Michael (I)	2002
Singin' in the Rain (1952)	Mitchell, Millard	1952
Harry Potter and the Order of the Phoenix (2007)	Grint, Rupert	2007
Shi mian mai fu (2004)	Guang, Yang (I)	2004
Crash (2004/I)	Ordaz, Joe (I)	2004
A Fish Called Wanda (1988)	Palin, Michael	1988
Raja 1918 (2007)	Maijala, Marjaana	2007
Transamerican Killer (2005) (V)	Holford, Katie	2005
The Gold Rush (1925)	Myers, Mr.	1925
The Fountain (2006)	Panjoj Cortez, Jose	2006
The Ten Commandments (1956)	Gary, Paul (I)	1956
A Bug's Life (1998)	Angel, Jack (I)	1998
The Lady Vanishes (1938)	Leaver, Philip	1938
The Dark Knight (2008)	Carbonell, Nestor	2008
Mr. Smith Goes to Washington (1939)	Burkhardt, Harry	1939
Paths of Glory (1957)	Hanson, Halder	1957
Brokeback Mountain (2005)	Carey, Tom (III)	2005
Miller's Crossing (1990)	Turturro, John	1990
To Kill a Mockingbird (1962)	Stanley, Kim (I)	1962
Life as a House (2001)	Benedict, Tannis	2001
Real Estate Super Man (2007)	Lee, Gabriella (I)	2007
One Hundred and One Dalmatians (1961)	Gibson, Mimi	1961
Unbreakable (2000)	Oliver, Sean (I)	2000
Dead Man Walking (1995)	Banks, Lenore	1995
Dead Man Walking (1995)	Banks, Lenore	1995
Once Upon a Time in America (1984)	Pesci, Joe	1984
A Bug's Life (1998)	Kahn, Madeline	1998
Real Racks 4 (2007) (V)	Olson, Bree	2007
Catch Me If You Can (2002)	Sky, Kim	2002
Excalibur (1981)	Bergin, Emmet	1981
Boogie Nights (1997)	Courtney, Dustin	1997
Rocks & Hard Places, Part 1 (2007) (V)	Martinez, Eloy	2007
Ram Gopal Varma Ki Aag (2007)	Jaywant, Vinod	2007
Warrior (2011)	Botsford, Jason	2011
Milk (2008/I)	Holm, Olen	2008
The Evil Dead (1981)	Campbell, Bruce (I)	1981
Star Wars (1977)	Byrne, Eddie	1977
The Godfather: Part III (1990)	Bellante, Francesco Paolo	1990
Before Sunrise (1995)	Delpy, Julie	1995
Reservation Road (2007)	Anzalone, Michael	2007
The Queen (2006)	Jennings, Alex (I)	2006
Field of Dreams (1989)	Glasberg, Joe	1989
Silver Linings Playbook (2012)	Weaver, Jacki	2012
Drive (2011/I)	LaFontaine, Mara	2011
Cars (2006) (VG)	Newman, Paul (I)	2006
Underground (1995)	Zdravic, Danica	1995
The Sting (1973)	Barr, Leonard	1973
Men in Black (1997)	Abrell, Brad	1997
Short Cuts (1993)	Robbins, Tim (I)	1993
The Ten Commandments (1956)	Farnum, Franklyn	1956
Hable con ella (2002)	Kokkinos, Daphnis	2002
Rush Hour 3 (2007)	Cardona, H?l?ne	2007
Legends of the Fall (1994)	Kaye, David (II)	1994
This Is the End (2013/I)	Watson, Emma (II)	2013
Mr. Smith Goes to Washington (1939)	Graves, Jesse (I)	1939
American Graffiti (1973)	Brent, John (I)	1973
Roses of April (2007)	Andersen, Tara	2007
The Godfather: Part II (1974)	Caridi, Carmine	1974
Rush Hour 3 (2007)	Hall, Philip Baker	2007
Identity Crisis (2003) (V)	Pralgo, Robert	2003
The Ice Storm (1997)	Egerman, Michael	1997
Rigas sargi (2007)	Ancans, Romualds	2007
The Descendants (2011)	Gennaula, Kim	2011
Thirteen Days (2000)	Greenwood, Bruce (I)	2000
Back to the Future Part II (1989)	Shue, Elisabeth	1989
(500) Days of Summer (2009)	Marciona, Anthony	2009
An Education (2009)	Parker, Bel (I)	2009
Donnie Brasco (1997)	Bonsangue, Frank	1997
Run Baby Run (2007)	Grant-Holm, Ernest	2007
Raising Arizona (1987)	Seibel, Mary	1987
Being There (1979)	Dysart, Richard	1979
Touch of Evil (1958)	Gabor, Zsa Zsa	1958
Planes, Trains & Automobiles (1987)	Lisi, Gaetano	1987
The Social Network (2010)	Isaac, Victor Z.	2010
Reunion (2007)	Bennett, Nick (II)	2007
Bambi (1942)	Alexander, Stan (I)	1942
Amadeus (1984)	Baker, Kenny (I)	1984
Milk (2008/I)	Hirsch, Emile	2008
Diarios de motocicleta (2004)	Aguilera, Gabriela (I)	2004
Real Men (2007) (V)	Mathews, Brett	2007
High Fidelity (2000)	O'Neill, Matthew (I)	2000
The Big Sleep (1946)	Heydt, Louis Jean	1946
Robotech: Birth of a Sequel (2007) (V)	Riley, Ford (I)	2007
Blowjob Adventures of Dr. Fellatio 40 (2001) (V)	Sofy (I)	2001
In the Line of Fire (1993)	Smith, Greg (XXIV)	1993
Donnie Brasco (1997)	Black, Edward (II)	1997
Letters from Iwo Jima (2006)	Katsuyama, Ryoya	2006
Argo (2012)	Tony, Yousef	2012
In America (2002)	Scanlon, Eilish	2002
Ray (2004/II)	Beattie, Dylan	2004
Retaso (2007)	Gabriel, Mark Greg	2007
American Splendor (2003)	Brown, Barbara (V)	2003
Cloud Atlas (2012)	David, Keith (I)	2012
All Quiet on the Western Front (1930)	Irving, William (I)	1930
Die Hard: With a Vengeance (1995)	Pearlman, Stephen	1995
Being There (1979)	Shaner, Timothy	1979
The Constant Gardener (2005)	Chamba, Florence	2005
The Help (2011)	Spacek, Sissy	2011
Restroom (2007)	Brocca, David	2007
Pleasantville (1998)	Connors, Kevin (I)	1998
Enemy at the Gates (2001)	Bischoff, Marc	2001
Hollywood Singing & Dancing: A Musical History - 1970's (2009) (V)	Reynolds, Debbie (I)	2009
Kung Fu Panda 2 (2011) (VG)	Hong, James (I)	2011
Precious (2009/II)	X, Malcolm	2009
Blowup (1966)	Moffitt, Peggy	1966
Spider-Man (2002)	Sayre, Jill	2002
Red Molly (2007)	Pritchard, Colin	2007
Catch Me If You Can (2002)	Fante, Fabrizio	2002
The Truman Show (1998)	Davis, Darryl (II)	1998
Harry Potter and the Prisoner of Azkaban (2004) (VG)	Fry, Stephen (I)	2004
Mulholland Dr. (2001)	Grant, Lee (I)	2001
Boogie Nights (1997)	Braeden, Brad	1997
Argo (2012)	Rutenberg, Ruty	2012
Freedom Writers (2007)	Paoli, Carl	2007
No Country for Old Men (2007)	Rains, Luce	2007
Iron Man Three (2013)	Oram, Eric	2013
Thirteen Days (2000)	Hawn, Phil	2000
Brazil (1985)	Grillo, John (I)	1985
The Reader (2008)	Bassett, Linda (I)	2008
Rescue Dawn (2006)	Chau, Fran?ois	2006
Close Encounters of the Third Kind (1977)	Thurman, Bill (I)	1977
Invictus (2009)	Maritz, Albert	2009
Seven Pounds (2008)	Russell, Kylee	2008
Rolling (2007)	Cooper, Calico	2007
Black Hawk Down (2001)	Eldard, Ron	2001
Notorious (1946)	Vogan, Emmett	1946
Hannah and Her Sisters (1986)	Previn, Daisy	1986
Thirteen Days (2000)	Hosking, Craig	2000
The Maltese Falcon (1941)	Hamilton, John (I)	1941
Night on Earth (1991)	Kuosmanen, Sakari	1991
Toy Story 2 (1999)	Ermey, R. Lee	1999
Kung Fu Panda (2008)	Black, Jack (I)	2008
Pinocchio (1940)	Blanc, Mel	1940
Spider-Man (2002)	Neill, Justin	2002
A Bridge Too Far (1977)	Galloway, Jack (I)	1977
Ringu (1998)	Sanada, Hiroyuki	1998
American Graffiti (1973)	Padilla Jr., Manuel	1973
The Life of David Gale (2003)	Gallagher, Joanna (I)	2003
The Social Network (2010)	Tudor, Inger	2010
His Girl Friday (1940)	Lockhart, Gene	1940
Tootsie (1982)	Foley, Ellen	1982
Milk Junkies 3 (2008) (V)	Jana (XXI)	2008
Legends of the Fall (1994)	Sherwood, Simon (I)	1994
Transamerican Killer (2005) (V)	Heaps, Tracy	2005
Frost/Nixon (2008)	Cooper, Danielle (IV)	2008
Videodrome (1983)	Gorman, Lynne	1983
Shutter Island (2010)	Marshall, Dan (II)	2010
Close Encounters of the Third Kind (1977)	Truffaut, Fran?ois	1977
Cinderella Man (2005)	Ryan, Paul (VII)	2005
Grindhouse (2007)	Melua, Katie	2007
Underground (1995)	Dujmovic, Davor	1995
Star Wars (1977)	Fisher, Carrie	1977
Seabiscuit (2003)	Nanez, Mariana	2003
Fight Club (1999)	Meat Loaf	1999
Traffic (2000)	Kuhn, Daniella	2000
Philadelphia (1993)	Kirkland, Edward	1993
Across the Universe (2007)	Vanders, Annie	2007
Goodfellas (1990)	Canfield, Gene	1990
Reijou to meido: Kanki suitsukusu (2007)	Aoyama, Naomi	2007
Inception (2010)	Fay, Zachary Christopher	2010
The Help (2011)	Jordan, Leslie	2011
Mongol (2007)	Sun, Honglei	2007
When Harry Met Sally... (1989)	Christy, Al	1989
The Outlaw Josey Wales (1976)	Fischer, Bruce M.	1976
No Man's Land (2001)	Plesec, Jure	2001
Blue Valentine (2010)	Troy, Barbara (III)	2010
In the Loop (2009)	Chlumsky, Anna	2009
RFK Must Die: The Assassination of Bobby Kennedy (2007)	Johnson, Haynes	2007
Spider-Man (2002) (VG)	Lurie, Peter (I)	2002
The Magnificent Seven (1960)	Sokoloff, Vladimir (I)	1960
The Queen (2006)	Spencer, Earl Charles	2006
Rosemary's Baby (1968)	Reilly, Joan T.	1968
Moneyball (2011)	Riley, Patrick (VIII)	2011
The Blues Brothers (1980)	Levine, Shirley	1980
When Harry Met Sally... (1989)	Beuth, Robert Alan	1989
The Dark Knight Rises (2012)	Watkins, Michael O.	2012
Toy Story (1995)	Allen, Tim (I)	1995
Spider-Man 2 (2004)	Silano, Adam	2004
All the President's Men (1976)	Quinn, Louis (I)	1976
Resi auf der Alm - Teil 5: Anna die geile B?uerin (2007) (V)	Blonde, Gina	2007
The Game (1997)	Gaver, Duffy	1997
Kick-Ass (2010)	DuBois, Maurice (I)	2010
The Hunt for Red October (1990)	Borras, Louise	1990
Metropolis (1927)	George, Heinrich	1927
Pirates of the Caribbean: Dead Man's Chest (2006)	Zahedian, David	2006
The Searchers (1956)	Wilson, Terry (I)	1956
Mr. Nobody (2009)	Temple, Juno	2009
Hitromamut (1970)	Efron, Lihi	1970
The Iron Giant (1999)	Angel, Jack (I)	1999
Warrior (2011)	Anik, Jonathan Matthew	2011
American Gangster (2007)	Robinson, Germir	2007
The Wrestler (2008)	Langi, Andrea	2008
Glengarry Glen Ross (1992)	Pryce, Jonathan	1992
The World's Fastest Indian (2005)	Peterson, Grant Lee	2005
L.A. Confidential (1997)	Monroe, Marilyn	1997
Ghost Busters (1984)	Todisco, Mario	1984
Russian Bride (2007)	Volkov, Vladimir (I)	2007
How Do I Love Thee? (1970)	O'Hara, Maureen (I)	1970
Cast Away (2000)	Martin, Vince (I)	2000
Spartacus (1960)	Finn, Lila	1960
Pride & Prejudice (2005)	Morand, Sylvester	2005
Hannah and Her Sisters (1986)	DeCheser, Allen	1986
Toy Story 2 (1999)	Schroeder, Carly	1999
Run Fatboy Run (2007)	Benjamin, Floella	2007
The Fighter (2010/I)	Dwyer, Caitlin	2010
The Fighter (2010/I)	Mercier, Rita	2010
Pishadoo (1998)	DeSalvatore, Tony	1998
Annie Hall (1977)	Petrucelli, Rick	1977
Hunger (2008)	Cowan, Larry (I)	2008
Fight Club (1999)	Loring, Scotch Ellis	1999
Chi bi (2008)	Chang, Chen (I)	2008
Mean Streets (1973)	Moston, Murray	1973
Rabia (2007)	Fetta, Raphael	2007
To Kill a Mockingbird (1962)	Alford, Phillip	1962
Blade Runner (1982)	Astar, Ben	1982
Rys (2007)	Mrotek, Jolanta	2007
Fargo (1996)	Park, Steve (I)	1996
The 40 Year Old Virgin (2005)	Swatek, Barret	2005
Haiducii lui Saptecai (1970)	Iacobescu, Dorel	1970
Cinderella Man: The James J. Braddock Story (2005)	Grace, Lucas	2005
Gangs of New York (2002)	Pirie, Ian	2002
Ghost Busters (1984)	Hudson, Ernie	1984
The Man Who Wasn't There (2001)	Gandolfini, James	2001
Finding Neverland (2004)	Macdonald, Kelly	2004
The Prestige (2006)	Davis, Scott (V)	2006
The Kite Runner (2007)	Kitagawa, Larry	2007
Ray (2004/II)	Caracciolo, Manuel	2004
Harry Potter and the Goblet of Fire (2005)	Mulryne, Phil	2005
Half Nelson (2006)	Goodwin, Deidre	2006
Swingers (1996)	O'Cleary, Spyder	1996
Citizen Kane (1941)	Coogan, Gene	1941
Malcolm X (1992)	Reivers, David	1992
There Will Be Blood (2007)	Taylor, Harrison	2007
Ry? ga gotoku: gekij?-ban (2007)	End?, Ken'ichi	2007
Garden State (2004)	Graymez, Kenneth	2004
Caddyshack (1980)	Ramis, Violet	1980
Moulin Rouge! (2001)	McClean, Maya	2001
127 Hours (2010)	Franco, James	2010
The Great Debaters (2007)	Poudrier, Todd	2007
American Psycho (2000)	Silot, Glen Marc	2000
Aladdin (1992/I) (V)	Greaves, Nigel (I)	1992
Rome Remembers: World War II (2007)	Peace, Clarence	2007
Doctor Zhivago (1965)	Jolkkonen, Jari	1965
Collateral (2004)	Kozlowski, Steven	2004
Hot Fuzz (2007)	Coogan, Steve	2007
Lo imposible (2012)	Keerati, Oak	2012
The People vs. Larry Flynt (1996)	Hadley, Joey	1996
Blade Runner (1982)	Young, Sean (I)	1982
Todo sobre mi madre (1999)	P?ez, Fito	1999
His Girl Friday (1940)	Morgan, Gene (I)	1940
Rhoda and Her Fantastic Flying Machine (2007)	Reckseidler, Ray	2007
The Manchurian Candidate (1962)	Harvey, Laurence (I)	1962
Trading Places (1983)	Franken, Al	1983
Nuovo Cinema Paradiso (1988)	B?nky, Vilma	1988
Frequency (2000)	Bishop, Kirsten	2000
It's a Wonderful Life (1946)	Adams, Ernie (I)	1946
Radium (2007) (V)	Leon, Faith	2007
The Help (2011)	Henry, Emma (I)	2011
Nuovo Cinema Paradiso (1988)	Russell, Rosalind (I)	1988
Rolling (2007)	Plotkin, Christine	2007
Forrest Gump (1994)	Rich, Mark A.	1994
Full Metal Jacket (1987)	Hayes, Barry (I)	1987
Braindead (1992)	Willerton, Norman	1992
Rise (2007)	Cassell, Paul	2007
The Social Network (2010)	Haslup, Josh	2010
Kung fu klompen (2004) (V)	Kim, Kim Ho	2004
Seabiscuit (2003)	Stevens, Gary (III)	2003
The Fisher King (1991)	Williams, Robin (I)	1991
My Fair Lady (1964)	Kleban, Goldie	1964
The Prestige (2006)	Buzzington, Ezra	2006
The Life of David Gale (2003)	Parker, Claudia (I)	2003
R.E.M. (2007)	Worth, Ken (II)	2007
The Bucket List (2007)	O'Brien, John (VII)	2007
Furious 6 (2013)	Zayats, Andrei	2013
The Ten Commandments (1956)	Richard, Dawn (I)	1956
Reflection (2007) (V)	Doody, Courtney-Anne	2007
Reine Geschmacksache (2007)	Hermann, Irm	2007
Wall Street (1987)	Logan, David (II)	1987
Spider-Man (2002)	Firth, William Joseph	2002
Harry Potter and the Half-Blood Prince (2009) (VG)	Grint, Rupert	2009
Iron Man Three (2013)	Pearce, Guy (I)	2013
Heat (1995)	Miller, Terry (I)	1995
Taken (2008/II)	Ranson, Ellen (I)	2008
The Descent (2005)	Buring, MyAnna	2005
JFK (1991)	Kosiciuk, Christopher	1991
Atonement (2007)	Evans, Roger (II)	2007
Huo niao di yi hao (1970)	Chin, Charlie (I)	1970
Rogue Time Lords (2007) (V)	Gough, Michael (I)	2007
Little Children (2006)	Diesel, Michael	2006
American Graffiti (1973)	Christensen, Linda	1973
The Terminal (2004)	Saldana, Zoe	2004
Invictus (2009)	Down, Ashley	2009
I Am Sam (2001)	Keenan, Caroline (I)	2001
Million Dollar Baby (2004)	Alioto, Jimmy	2004
The Lion King (1994)	Phillips, Mary Linda	1994
The Dark Knight Rises (2012)	Mar?, Catya	2012
Mr. Smith Goes to Washington (1939)	Lloyd, George (I)	1939
Willy Wonka & the Chocolate Factory (1971)	Themmen, Paris	1971
The King's Speech (2010)	Archer, Mike (IX)	2010
Kung Fu Panda 2 (2011) (VG)	Sie, James	2011
The Adventures of Robin Hood (1938)	Mudie, Leonard	1938
Hsi nou ai le (1970)	Chen, Hui Lou	1970
The Hitcher (1986)	Darrow, Henry	1986
Lord of War (2005)	Tukhmanyan, Shake	2005
World War Z (2013)	Enos, Mireille	2013
The Adventures of Robin Hood (1938)	Hytten, Olaf	1938
American Graffiti (1973)	Quinlan, Kathleen	1973
No Man's Land (2001)	Ristic, Ratko (II)	2001
Moonlighting (2009)	Berger, Quinn	2009
Raising Arizona (1987)	Norton, Ralph	1987
Good Bye Lenin! (2003)	Filler, Toni	2003
Half Nelson (2006)	Daniels, Thaddeus	2006
The Great Gatsby (2013)	Mulcahy, Lara	2013
Ben-Hur (1959)	Capanna, Otello	1959
RoboCop: Creating a Legend (2007) (V)	Cox, Ronny (I)	2007
The Terminal (2004)	Rohan, Brad	2004
Breaking the Waves (1996)	Jeffries, Ray	1996
The Terminal (2004)	Adsit, Scott	2004
The Bourne Supremacy (2004)	Cooper, Chris (I)	2004
Gran Torino (2008)	Hughes, Geraldine (I)	2008
Snatch. (2000)	Julian, Chuck	2000
Man of Steel (2013)	Kolinsky, Rob	2013
The Matrix (1999)	Johnson, Fiona (I)	1999
Rose of Death (2007)	Winogrocki, Sandra	2007
The Right Stuff (1983)	Henriksen, Lance	1983
My Fair Lady (1964)	Hyde-White, Wilfrid	1964
Ray (2004/I)	Denson, Estella	2004
The Man Who Knew Too Much (1956)	Marner, Richard	1956
The Muppets (2011)	Schmidt, Charlie E.	2011
The 40 Year Old Virgin (2005)	Berman, Loren (II)	2005
Trainspotting (1996)	Macdonald, Kelly	1996
District 9 (2009)	Chidiebere, Sonni	2009
The Great Gatsby (2013)	Colosimo, Vince	2013
The Hangover (2009)	Irvin, Brian	2009
Les choristes (2004)	Gontard, Florian	2004
The Hurt Locker (2008)	Renner, Jeremy	2008
A Simple Plan (1998)	Edwards, Joel (II)	1998
Munich (2005)	Barek, Djemel	2005
La dolce vita (1960)	Torres, Tom?s	1960
Russian Angels (2007) (V)	Holmes, Steve (I)	2007
La dolce vita (1960)	Petrini, Paola	1960
The Dark Knight (2008)	McComas, Tom (I)	2008
Warriors of the Discotheque: The Feature length Starck Club Documentary (2011)	Smith, Billy (XXIII)	2011
Man on the Moon (1999)	DeVito, Frank (I)	1999
Transamerica (2005)	Povich, Amy	2005
Milk (2008/I)	Ippolito, Sandi	2008
Gangs of New York (2002)	Ponzo, Raffaella	2002
JFK (1991)	Davis, Allison Pratt	1991
Hotaru no haka (1988)	Conley, Shannon (I)	1988
The Sandlot (1993)	Horneff, Wil	1993
Good Bye Lenin! (2003)	Werner, Rainer	2003
Man on the Moon (1999)	Peck, Brian (I)	1999
Rabia (2007)	Corso, Bob (I)	2007
Primal Fear (1996)	Tierney, Maura	1996
Minority Report (2002)	Simmons, Sarah (I)	2002
The Evil Dead (1981)	Cameron, John (II)	1981
Ratatouille (2007) (VG)	Steinfeld, Jake	2007
Ratatouille (2007) (VG)	Steinfeld, Jake	2007
L.A. Confidential (1997)	Stilwell, Dick	1997
The Social Network (2010)	Grant, Cayman	2010
American Gangster (2007)	Grazer, Gavin	2007
Jeux d'enfants (2003)	Auberghen, St?phane	2003
Spider-Man (2002)	Davidson, Kristen	2002
The Piano (1993)	Skipwith, Te Whatanui	1993
Real Hardcore Porn (2007) (V)	Schwartzenpecker, Arnold	2007
Ray (2004/I)	James, Hassan	2004
Man of Steel XXX: An Axel Braun Parody (2013) (V)	Price, Kirsten (II)	2013
Metropolis (1927)	Biswanger, Erwin	1927
Whale Rider (2002)	Taumaunu, Mana	2002
Up in the Air (2009/I)	Brown, Wayne E.	2009
Up in the Air (2009/I)	Brown, Wayne E.	2009
